HOG	AB19606	AB030	genes	STRING_names	gene_orthologs	unique_name	citation
N0.HOG0000215	GO593_11765	IX87_08280					
N0.HOG0000215	GO593_11765	IX87_04885					
N0.HOG0000216	GO593_00615	IX87_00090					
N0.HOG0000216	GO593_00615	IX87_04945					
N0.HOG0000216	GO593_00615	IX87_08340					
N0.HOG0000216	GO593_00615	IX87_05995					
N0.HOG0000216	GO593_12735	IX87_00090					
N0.HOG0000216	GO593_12735	IX87_04945					
N0.HOG0000216	GO593_12735	IX87_08340					
N0.HOG0000216	GO593_12735	IX87_05995					
N0.HOG0000217	GO593_15830	IX87_19060					
N0.HOG0000217	GO593_15830	IX87_08665					
N0.HOG0000217	GO593_01150	IX87_19060					
N0.HOG0000217	GO593_01150	IX87_08665					
N0.HOG0000218	GO593_07055	IX87_15035					
N0.HOG0000218	GO593_07055	IX87_08975					
N0.HOG0000218	GO593_01450	IX87_15035					
N0.HOG0000218	GO593_01450	IX87_08975					
N0.HOG0000219	GO593_01595	IX87_14890					
N0.HOG0000219	GO593_01595	IX87_09115					
N0.HOG0000220	GO593_02110	IX87_09640	etfA, fixB, ydiR	AIL78883.1	etfA, fixB, ydiR	etfA	""
N0.HOG0000221	GO593_02615	IX87_10190					
N0.HOG0000221	GO593_02615	IX87_19460					
N0.HOG0000221	GO593_16165	IX87_10190					
N0.HOG0000221	GO593_16165	IX87_19460					
N0.HOG0000222	GO593_03070	IX87_10935					
N0.HOG0000223	GO593_03085	IX87_10950					
N0.HOG0000224	GO593_03090	IX87_10955					
N0.HOG0000225	GO593_03175	IX87_11040					
N0.HOG0000226	GO593_03605	IX87_11530					
N0.HOG0000226	GO593_03605	IX87_19420					
N0.HOG0000226	GO593_16125	IX87_11530					
N0.HOG0000226	GO593_16125	IX87_19420					
N0.HOG0000227	GO593_03725	IX87_11650					
N0.HOG0000227	GO593_03725	IX87_19785					
N0.HOG0000227	GO593_16460	IX87_11650					
N0.HOG0000227	GO593_16460	IX87_19785					
N0.HOG0000228	GO593_04550	IX87_12535					
N0.HOG0000229	GO593_04935	IX87_13010					
N0.HOG0000230	GO593_05370	IX87_13560					
N0.HOG0000231	GO593_05395	IX87_13585					
N0.HOG0000233	GO593_05960	IX87_14190					
N0.HOG0000234	GO593_06455	IX87_14705					
N0.HOG0000235	GO593_06795	IX87_14800					
N0.HOG0000235	GO593_06795	IX87_06225					
N0.HOG0000235	GO593_18015	IX87_14800					
N0.HOG0000235	GO593_18015	IX87_06225					
N0.HOG0000236	GO593_06920	IX87_14940					
N0.HOG0000238	GO593_07160	IX87_15140					
N0.HOG0000239	GO593_07395	IX87_15385					
N0.HOG0000240	GO593_08355	IX87_16410					
N0.HOG0000241	GO593_08930	IX87_16975					
N0.HOG0000242	GO593_08985	IX87_17035					
N0.HOG0000243	GO593_09290	IX87_17355					
N0.HOG0000244	GO593_09515	IX87_17580					
N0.HOG0000245	GO593_09610	IX87_17675					
N0.HOG0000246	GO593_09810	IX87_17865					
N0.HOG0000246	GO593_09810	IX87_17880					
N0.HOG0000246	GO593_09825	IX87_17865					
N0.HOG0000246	GO593_09825	IX87_17880					
N0.HOG0000247	GO593_18560	IX87_06790					
N0.HOG0000247	GO593_18560	IX87_00835					
N0.HOG0000247	GO593_11050	IX87_06790					
N0.HOG0000247	GO593_11050	IX87_00835					
N0.HOG0000248	GO593_11280	IX87_00600					
N0.HOG0000249	GO593_11300	IX87_00580					
N0.HOG0000249	GO593_11300	IX87_19740					
N0.HOG0000249	GO593_16410	IX87_00580					
N0.HOG0000249	GO593_16410	IX87_19740					
N0.HOG0000250	GO593_12640	IX87_05085					
N0.HOG0000250	GO593_12640	IX87_06115					
N0.HOG0000250	GO593_12640	IX87_04500					
N0.HOG0000250	GO593_13135	IX87_05085					
N0.HOG0000250	GO593_13135	IX87_06115					
N0.HOG0000250	GO593_13135	IX87_04500					
N0.HOG0000250	GO593_11575	IX87_05085					
N0.HOG0000250	GO593_11575	IX87_06115					
N0.HOG0000250	GO593_11575	IX87_04500					
N0.HOG0000251	GO593_12000	IX87_05675					
N0.HOG0000252	GO593_12150						
N0.HOG0000253	GO593_13120	IX87_04515					
N0.HOG0000254	GO593_12570	IX87_05155					
N0.HOG0000255	GO593_12950	IX87_04710					
N0.HOG0000256	GO593_14015	IX87_03825					
N0.HOG0000257	GO593_14170	IX87_19020					
N0.HOG0000257	GO593_15790	IX87_19020					
N0.HOG0000258	GO593_14595	IX87_03265					
N0.HOG0000259	GO593_15060	IX87_02760					
N0.HOG0000260	GO593_16500	IX87_02630					
N0.HOG0000260	GO593_15215	IX87_02630					
N0.HOG0000261	GO593_16120	IX87_19415					
N0.HOG0000262	GO593_17585	IX87_20790					
N0.HOG0000262	GO593_17160	IX87_20790					
N0.HOG0000263	GO593_17775	IX87_21695					
N0.HOG0000264	GO593_17945	IX87_21905	accC	accC	accC	accC	""
N0.HOG0000265	GO593_18485	IX87_06715					
N0.HOG0000268	GO593_00005	IX87_07150					
N0.HOG0000269	GO593_00390	IX87_07610					
N0.HOG0000270	GO593_00420	IX87_07645	glyA, glyA2, glyA3, glyA1	glyA	glyA, glyA2, glyA3, glyA1	glyA	""
N0.HOG0000271	GO593_11815	IX87_04855					
N0.HOG0000271	GO593_11815	IX87_05905					
N0.HOG0000271	GO593_11815	IX87_08245					
N0.HOG0000271	GO593_11815	IX87_22045					
N0.HOG0000271	GO593_00525	IX87_04855					
N0.HOG0000271	GO593_00525	IX87_05905					
N0.HOG0000271	GO593_00525	IX87_08245					
N0.HOG0000271	GO593_00525	IX87_22045					
N0.HOG0000272	GO593_11805	IX87_08255					
N0.HOG0000272	GO593_11805	IX87_04865					
N0.HOG0000272	GO593_11805	IX87_05915					
N0.HOG0000272	GO593_11805	IX87_22055					
N0.HOG0000272	GO593_00535	IX87_08255					
N0.HOG0000272	GO593_00535	IX87_04865					
N0.HOG0000272	GO593_00535	IX87_05915					
N0.HOG0000272	GO593_00535	IX87_22055					
N0.HOG0000273	GO593_00560	IX87_04875					
N0.HOG0000273	GO593_00560	IX87_05925					
N0.HOG0000273	GO593_00560	IX87_00020					
N0.HOG0000273	GO593_00560	IX87_22065					
N0.HOG0000273	GO593_00560	IX87_08270					
N0.HOG0000273	GO593_11785	IX87_04875					
N0.HOG0000273	GO593_11785	IX87_05925					
N0.HOG0000273	GO593_11785	IX87_00020					
N0.HOG0000273	GO593_11785	IX87_22065					
N0.HOG0000273	GO593_11785	IX87_08270					
N0.HOG0000274	GO593_12700	IX87_08375					
N0.HOG0000274	GO593_12700	IX87_06030					
N0.HOG0000274	GO593_12700	IX87_10550					
N0.HOG0000274	GO593_12700	IX87_07785					
N0.HOG0000274	GO593_00675	IX87_08375					
N0.HOG0000274	GO593_00675	IX87_06030					
N0.HOG0000274	GO593_00675	IX87_10550					
N0.HOG0000274	GO593_00675	IX87_07785					
N0.HOG0000275	GO593_13515	IX87_07920					
N0.HOG0000275	GO593_13515	IX87_02210					
N0.HOG0000275	GO593_00800	IX87_07920					
N0.HOG0000275	GO593_00800	IX87_02210					
N0.HOG0000276	GO593_01235	IX87_08760					
N0.HOG0000277	GO593_01240	IX87_08765					
N0.HOG0000278	GO593_01275	IX87_08800					
N0.HOG0000279	GO593_01660	IX87_09190					
N0.HOG0000279	GO593_18815	IX87_09190					
N0.HOG0000280	GO593_01835	IX87_09350					
N0.HOG0000281	GO593_02115	IX87_09645	etfB, fixA, ydiQ	etfB	etfB, fixA, ydiQ	etfB	""
N0.HOG0000282	GO593_02340	IX87_09895					
N0.HOG0000283	GO593_02505	IX87_10090					
N0.HOG0000284	GO593_02510	IX87_10095	sucB, odhB, bkdB	sucB	odhB	sucB	""
N0.HOG0000285	GO593_02685	IX87_10265					
N0.HOG0000286	GO593_02755	IX87_10330					
N0.HOG0000287	GO593_11890	IX87_10340					
N0.HOG0000287	GO593_02765	IX87_10340					
N0.HOG0000288	GO593_02795	IX87_10375					
N0.HOG0000289	GO593_02930	IX87_10775					
N0.HOG0000290	GO593_02965	IX87_10830					
N0.HOG0000291	GO593_03045	IX87_10910					
N0.HOG0000291	GO593_03045	IX87_00950					
N0.HOG0000292	GO593_03140	IX87_11005					
N0.HOG0000292	GO593_03140	IX87_14485					
N0.HOG0000292	GO593_06260	IX87_11005					
N0.HOG0000292	GO593_06260	IX87_14485					
N0.HOG0000294	GO593_03210	IX87_11075					
N0.HOG0000295	GO593_03305	IX87_11190					
N0.HOG0000296	GO593_03980	IX87_11905					
N0.HOG0000296	GO593_03980	IX87_21130					
N0.HOG0000296	GO593_17480	IX87_11905					
N0.HOG0000296	GO593_17480	IX87_21130					
N0.HOG0000297	GO593_04710	IX87_12690					
N0.HOG0000299	GO593_04745	IX87_12785					
N0.HOG0000300	GO593_05195	IX87_13410					
N0.HOG0000301	GO593_05295	IX87_13475					
N0.HOG0000302	GO593_05445	IX87_13645					
N0.HOG0000303	GO593_18835	IX87_13815					
N0.HOG0000303	GO593_05590	IX87_13815					
N0.HOG0000304	GO593_12505	IX87_05220					
N0.HOG0000304	GO593_12505	IX87_13930					
N0.HOG0000304	GO593_05690	IX87_05220					
N0.HOG0000304	GO593_05690	IX87_13930					
N0.HOG0000305	GO593_05855	IX87_14085					
N0.HOG0000306	GO593_06070	IX87_14295					
N0.HOG0000307	GO593_06155	IX87_20505	tyrS, tyrZ	IX87_14380	tyrS, tyrZ	tyrS	""
N0.HOG0000307	GO593_06155	IX87_14380	tyrS, tyrZ	IX87_14380	tyrS, tyrZ	tyrS	""
N0.HOG0000308	GO593_06250	IX87_14475					
N0.HOG0000309	GO593_06430	IX87_14680	lspA1, lspA2, lspA	lspA	lspA1, lspA2, lspA	lspA	""
N0.HOG0000309	GO593_12160	IX87_14680					
N0.HOG0000310	GO593_06480	IX87_14730					
N0.HOG0000311	GO593_06520	IX87_14770					
N0.HOG0000311	GO593_06520	IX87_02315					
N0.HOG0000311	GO593_15505	IX87_14770					
N0.HOG0000311	GO593_15505	IX87_02315					
N0.HOG0000312	GO593_06840	IX87_14845					
N0.HOG0000313	GO593_06905	IX87_14925					
N0.HOG0000314	GO593_06910	IX87_14930					
N0.HOG0000315	GO593_06930	IX87_14950					
N0.HOG0000316	GO593_07485	IX87_15475					
N0.HOG0000317	GO593_07540	IX87_15530					
N0.HOG0000318	GO593_07550	IX87_15550					
N0.HOG0000319	GO593_07565	IX87_15565					
N0.HOG0000320	GO593_07630	IX87_15640					
N0.HOG0000321	GO593_07745	IX87_15770					
N0.HOG0000322	GO593_07825	IX87_15850					
N0.HOG0000323	GO593_08350	IX87_16405					
N0.HOG0000324	GO593_08465	IX87_16520					
N0.HOG0000325	GO593_08890	IX87_16935					
N0.HOG0000326	GO593_08960	IX87_17005					
N0.HOG0000327	GO593_08990	IX87_17040					
N0.HOG0000328	GO593_09130	IX87_17180					
N0.HOG0000329	GO593_09395	IX87_17460					
N0.HOG0000330	GO593_09585	IX87_17650					
N0.HOG0000331	GO593_09680	IX87_17745					
N0.HOG0000332	GO593_09720	IX87_17785					
N0.HOG0000333	GO593_10225	IX87_18365					
N0.HOG0000334	GO593_10235	IX87_18375					
N0.HOG0000335	GO593_10285	IX87_18425	acpP	acpP	acpP	acpP	""
N0.HOG0000336	GO593_10530	IX87_01820					
N0.HOG0000336	GO593_10535	IX87_01820					
N0.HOG0000337	GO593_10555	IX87_01780					
N0.HOG0000338	GO593_10720	IX87_01610					
N0.HOG0000339	GO593_10725	IX87_01605					
N0.HOG0000340	GO593_10730	IX87_01600					
N0.HOG0000341	GO593_11010	IX87_00875					
N0.HOG0000342	GO593_11120	IX87_00765					
N0.HOG0000343	GO593_11160	IX87_00725					
N0.HOG0000344	GO593_11345	IX87_00530	lysS, lysU	lysS	lysS	lysS	""
N0.HOG0000345	GO593_12010	IX87_05665					
N0.HOG0000346	GO593_17005	IX87_05645					
N0.HOG0000346	GO593_12030	IX87_05645					
N0.HOG0000347	GO593_18700	IX87_06935					
N0.HOG0000347	GO593_18700	IX87_05585					
N0.HOG0000347	GO593_12265	IX87_06935					
N0.HOG0000347	GO593_12265	IX87_05585					
N0.HOG0000348	GO593_12560	IX87_05165					
N0.HOG0000348	GO593_12560	IX87_05200					
N0.HOG0000348	GO593_12525	IX87_05165					
N0.HOG0000348	GO593_12525	IX87_05200					
N0.HOG0000349	GO593_12530	IX87_05195					
N0.HOG0000349	GO593_12530	IX87_05170					
N0.HOG0000349	GO593_12555	IX87_05195					
N0.HOG0000349	GO593_12555	IX87_05170					
N0.HOG0000351	GO593_12940	IX87_04720					
N0.HOG0000352	GO593_17170	IX87_20805					
N0.HOG0000352	GO593_17170	IX87_05260					
N0.HOG0000352	GO593_17170	IX87_04605					
N0.HOG0000352	GO593_13070	IX87_20805					
N0.HOG0000352	GO593_13070	IX87_05260					
N0.HOG0000352	GO593_13070	IX87_04605					
N0.HOG0000353	GO593_13105	IX87_04570					
N0.HOG0000353	GO593_13105	IX87_20685					
N0.HOG0000353	GO593_17050	IX87_04570					
N0.HOG0000353	GO593_17050	IX87_20685					
N0.HOG0000354	GO593_13510	IX87_18820					
N0.HOG0000354	GO593_13510	IX87_01945					
N0.HOG0000354	GO593_13510	IX87_07670					
N0.HOG0000354	GO593_13510	IX87_08150					
N0.HOG0000354	GO593_13510	IX87_10410					
N0.HOG0000355	GO593_13740	IX87_04110					
N0.HOG0000356	GO593_13980	IX87_03865					
N0.HOG0000357	GO593_14130	IX87_03710					
N0.HOG0000358	GO593_14440	IX87_03430					
N0.HOG0000358	GO593_14190	IX87_03430					
N0.HOG0000359	GO593_14205	IX87_03680					
N0.HOG0000360	GO593_14290	IX87_03595					
N0.HOG0000361	GO593_14610	IX87_03250					
N0.HOG0000361	GO593_14610	IX87_03245					
N0.HOG0000361	GO593_14615	IX87_03250					
N0.HOG0000361	GO593_14615	IX87_03245					
N0.HOG0000362	GO593_14635	IX87_03230					
N0.HOG0000363	GO593_14655	IX87_03190					
N0.HOG0000365	GO593_14915	IX87_02915					
N0.HOG0000367	GO593_15295	IX87_02535	tkt, tktB, tktA	IX87_02535	tkt	tkt	""
N0.HOG0000368	GO593_15355	IX87_02475					
N0.HOG0000369	GO593_15425	IX87_02395	fba, gatY, kbaY, fda	IX87_02395	fba, gatY, kbaY, fda	fba	""
N0.HOG0000370	GO593_15595	IX87_02215					
N0.HOG0000371	GO593_16000	IX87_19235					
N0.HOG0000372	GO593_16030	IX87_19275					
N0.HOG0000373	GO593_16765	IX87_20370					
N0.HOG0000374	GO593_17530	IX87_21180					
N0.HOG0000376	GO593_17545	IX87_21195					
N0.HOG0000377	GO593_17940	IX87_21900	accB	accB	accB	accB	""
N0.HOG0000378	GO593_18025	IX87_06240					
N0.HOG0000379	GO593_18065	IX87_06280					
N0.HOG0000380	GO593_18135	IX87_09785					
N0.HOG0000380	GO593_18135	IX87_06365					
N0.HOG0000381	GO593_18255	IX87_06475					
N0.HOG0000382	GO593_18600	IX87_06830	cyoC, coIII	cyoC	cyoC	cyoC	""
N0.HOG0000388	GO593_00010	IX87_07155					
N0.HOG0000389	GO593_00070	IX87_07215					
N0.HOG0000390	GO593_00130	IX87_07350					
N0.HOG0000391	GO593_00135	IX87_07355					
N0.HOG0000392	GO593_00220	IX87_19970					
N0.HOG0000392	GO593_00220	IX87_07440					
N0.HOG0000393	GO593_00225	IX87_19965					
N0.HOG0000393	GO593_00225	IX87_07445					
N0.HOG0000394	GO593_00360	IX87_07580					
N0.HOG0000395	GO593_00385	IX87_07605					
N0.HOG0000396	GO593_00435	IX87_07655					
N0.HOG0000396	GO593_00435	IX87_01540					
N0.HOG0000397	GO593_16720	IX87_18630					
N0.HOG0000397	GO593_16720	IX87_02125					
N0.HOG0000397	GO593_16720	IX87_04980					
N0.HOG0000397	GO593_16720	IX87_06020					
N0.HOG0000397	GO593_16720	IX87_08365					
N0.HOG0000397	GO593_00655	IX87_18630					
N0.HOG0000397	GO593_00655	IX87_02125					
N0.HOG0000397	GO593_00655	IX87_04980					
N0.HOG0000397	GO593_00655	IX87_06020					
N0.HOG0000397	GO593_00655	IX87_08365					
N0.HOG0000398	GO593_12695	IX87_08385					
N0.HOG0000398	GO593_12695	IX87_07790					
N0.HOG0000398	GO593_12695	IX87_10555					
N0.HOG0000398	GO593_12695	IX87_06040					
N0.HOG0000398	GO593_00680	IX87_08385					
N0.HOG0000398	GO593_00680	IX87_07790					
N0.HOG0000398	GO593_00680	IX87_10555					
N0.HOG0000398	GO593_00680	IX87_06040					
N0.HOG0000399	GO593_00830	IX87_07950					
N0.HOG0000400	GO593_00835	IX87_07955					
N0.HOG0000401	GO593_00880	IX87_08000					
N0.HOG0000401	GO593_00880	IX87_06355					
N0.HOG0000401	GO593_18125	IX87_08000					
N0.HOG0000401	GO593_18125	IX87_06355					
N0.HOG0000402	GO593_01065	IX87_08570	folE, folE2, folE1	folE	folE	folE	""
N0.HOG0000403	GO593_01100	IX87_08615					
N0.HOG0000404	GO593_01110	IX87_08625					
N0.HOG0000405	GO593_01140	IX87_08655					
N0.HOG0000406	GO593_01200	IX87_08715					
N0.HOG0000407	GO593_01295	IX87_08820					
N0.HOG0000408	GO593_01445	IX87_08970					
N0.HOG0000409	GO593_01655	IX87_09175					
N0.HOG0000410	GO593_01765	IX87_09280	lepB	lepB	lepB	lepB	""
N0.HOG0000411	GO593_01905	IX87_09425					
N0.HOG0000412	GO593_01930	IX87_09450					
N0.HOG0000413	GO593_02040	IX87_09570	lolC, lolE	AIL78869.1	lolC, lolE	lolCE	""
N0.HOG0000414	GO593_02045	IX87_09575					
N0.HOG0000415	GO593_02120	IX87_09650					
N0.HOG0000416	GO593_02145	IX87_09665					
N0.HOG0000417	GO593_02255	IX87_09810					
N0.HOG0000418	GO593_02290	IX87_09845					
N0.HOG0000419	GO593_02335	IX87_09890					
N0.HOG0000420	GO593_02400	IX87_09960	ftsH, hflB	ftsH	hflB	ftsH	""
N0.HOG0000421	GO593_02775	IX87_10355					
N0.HOG0000422	GO593_02835	IX87_10675					
N0.HOG0000423	GO593_02860	IX87_10705					
N0.HOG0000424	GO593_03195	IX87_11060					
N0.HOG0000425	GO593_03250	IX87_11120					
N0.HOG0000426	GO593_03290	IX87_11160					
N0.HOG0000427	GO593_11310	IX87_00575					
N0.HOG0000427	GO593_11310	IX87_11220					
N0.HOG0000427	GO593_03335	IX87_00575					
N0.HOG0000427	GO593_03335	IX87_11220					
N0.HOG0000428	GO593_03470	IX87_11345					
N0.HOG0000428	GO593_11885	IX87_11345					
N0.HOG0000429	GO593_03765	IX87_11690	pdxA	pdxA	pdxA	pdxA	""
N0.HOG0000430	GO593_03920	IX87_11845					
N0.HOG0000431	GO593_03945	IX87_11870					
N0.HOG0000432	GO593_03955	IX87_11880					
N0.HOG0000433	GO593_03970	IX87_11895					
N0.HOG0000434	GO593_04290	IX87_12225					
N0.HOG0000435	GO593_04310	IX87_12245					
N0.HOG0000436	GO593_04315	IX87_12250					
N0.HOG0000437	GO593_04510	IX87_12480					
N0.HOG0000438	GO593_04685	IX87_12665					
N0.HOG0000439	GO593_04805	IX87_12845	ftsI, pbpC	IX87_12845	ftsI	ftsI	""
N0.HOG0000440	GO593_04880	IX87_12930					
N0.HOG0000441	GO593_04950	IX87_13020					
N0.HOG0000442	GO593_04980	IX87_13050					
N0.HOG0000443	GO593_05025	IX87_13100					
N0.HOG0000444	GO593_05125	IX87_13290					
N0.HOG0000445	GO593_05150	IX87_13315					
N0.HOG0000446	GO593_05200	IX87_13415					
N0.HOG0000447	GO593_05260	IX87_13440	ssb	ssb	ssb	ssb	""
N0.HOG0000448	GO593_05350	IX87_13540					
N0.HOG0000449	GO593_05380	IX87_13570					
N0.HOG0000450	GO593_05470	IX87_13670					
N0.HOG0000451	GO593_05500	IX87_13700	ddlB, ddlA	ddlB	ddlB, ddlA	ddlB	""
N0.HOG0000452	GO593_05560	IX87_13785					
N0.HOG0000453	GO593_05595	IX87_13820					
N0.HOG0000454	GO593_05655	IX87_13895					
N0.HOG0000455	GO593_05700	IX87_13940					
N0.HOG0000456	GO593_05720	IX87_13960					
N0.HOG0000457	GO593_05725	IX87_13965					
N0.HOG0000458	GO593_05755	IX87_13985					
N0.HOG0000459	GO593_05795	IX87_14025	glmS	glmS	glmS	glmS	""
N0.HOG0000460	GO593_05825	IX87_14055					
N0.HOG0000461	GO593_05985	IX87_14215					
N0.HOG0000462	GO593_06185	IX87_14410					
N0.HOG0000462	GO593_06185	IX87_14405					
N0.HOG0000462	GO593_06180	IX87_14410					
N0.HOG0000462	GO593_06180	IX87_14405					
N0.HOG0000463	GO593_06515	IX87_14765					
N0.HOG0000464	GO593_06815	IX87_14820	mviN, murJ, pslK	mviN	murJ	murJ	""
N0.HOG0000465	GO593_06820	IX87_14825					
N0.HOG0000466	GO593_06830	IX87_14835					
N0.HOG0000467	GO593_06835	IX87_14840					
N0.HOG0000468	GO593_06845	IX87_14850					
N0.HOG0000469	GO593_06940	IX87_14960					
N0.HOG0000470	GO593_06950	IX87_14970					
N0.HOG0000471	GO593_06960	IX87_14980					
N0.HOG0000472	GO593_07120	IX87_15100					
N0.HOG0000473	GO593_07240	IX87_15230					
N0.HOG0000474	GO593_07315	IX87_15305					
N0.HOG0000475	GO593_07320	IX87_15310					
N0.HOG0000476	GO593_07330	IX87_15320					
N0.HOG0000477	GO593_07400	IX87_15390					
N0.HOG0000478	GO593_07610	IX87_15620					
N0.HOG0000479	GO593_07770	IX87_15795					
N0.HOG0000480	GO593_14010	IX87_03830					
N0.HOG0000480	GO593_14010	IX87_15825					
N0.HOG0000480	GO593_07800	IX87_03830					
N0.HOG0000480	GO593_07800	IX87_15825					
N0.HOG0000481	GO593_08000	IX87_16030					
N0.HOG0000482	GO593_08080	IX87_16125					
N0.HOG0000483	GO593_08245	IX87_16300					
N0.HOG0000484	GO593_08380	IX87_16435	sirA, tusA	tusA	tusA	tusA	""
N0.HOG0000485	GO593_08455	IX87_16510					
N0.HOG0000486	GO593_08475	IX87_16530					
N0.HOG0000487	GO593_08670	IX87_16730					
N0.HOG0000488	GO593_08700	IX87_16760	topA	topA	topA	topA	""
N0.HOG0000489	GO593_08740	IX87_16800					
N0.HOG0000490	GO593_08765	IX87_16855	purU, purU1, purU2	IX87_16855	purU	purU	""
N0.HOG0000491	GO593_08850						
N0.HOG0000492	GO593_08940	IX87_16985					
N0.HOG0000493	GO593_08980	IX87_17030					
N0.HOG0000494	GO593_09045	IX87_17095					
N0.HOG0000495	GO593_09080	IX87_17130	der	der	der	der	""
N0.HOG0000496	GO593_09310	IX87_17375					
N0.HOG0000497	GO593_09350	IX87_17415	folK	folK	folK	folK	""
N0.HOG0000498	GO593_09355	IX87_17420					
N0.HOG0000499	GO593_09465	IX87_17530					
N0.HOG0000500	GO593_09550	IX87_17615					
N0.HOG0000501	GO593_09655	IX87_19920					
N0.HOG0000501	GO593_09655	IX87_17720					
N0.HOG0000502	GO593_09705	IX87_17770					
N0.HOG0000503	GO593_09915	IX87_18015	nrdA, nrdJa	nrdA	nrdA, nrdJa	nrdA	""
N0.HOG0000504	GO593_09925	IX87_18025					
N0.HOG0000505	GO593_09930	IX87_18030					
N0.HOG0000506	GO593_09945	IX87_18075	nuoA	nuoA	nuoA	nuoA	""
N0.HOG0000507	GO593_13140	IX87_04495					
N0.HOG0000507	GO593_13140	IX87_18240					
N0.HOG0000507	GO593_10110	IX87_04495					
N0.HOG0000507	GO593_10110	IX87_18240					
N0.HOG0000508	GO593_10200	IX87_20030					
N0.HOG0000508	GO593_10200	IX87_18340					
N0.HOG0000509	GO593_10395	IX87_18535					
N0.HOG0000510	GO593_10435	IX87_01915					
N0.HOG0000511	GO593_10455	IX87_01895					
N0.HOG0000512	GO593_10520	IX87_01830	fusA, fusA2, fusA1	fusA	fusA	fusA	""
N0.HOG0000513	GO593_10540	IX87_01795					
N0.HOG0000514	GO593_10580	IX87_01755					
N0.HOG0000515	GO593_10595	IX87_01740					
N0.HOG0000516	GO593_10605	IX87_01730	rep	AIL77395.1	rep	rep	""
N0.HOG0000517	GO593_10680	IX87_01650					
N0.HOG0000518	GO593_10715	IX87_01615					
N0.HOG0000519	GO593_10965	IX87_00930					
N0.HOG0000520	GO593_10980	IX87_00905					
N0.HOG0000521	GO593_10995	IX87_00890					
N0.HOG0000522	GO593_11015	IX87_00870					
N0.HOG0000523	GO593_11240	IX87_05250					
N0.HOG0000523	GO593_11240	IX87_00640					
N0.HOG0000524	GO593_11255	IX87_00625					
N0.HOG0000525	GO593_11270	IX87_00610	cynT	mtcA2	cynT	mtcA2	""
N0.HOG0000526	GO593_11325	IX87_00560					
N0.HOG0000527	GO593_11330	IX87_00555					
N0.HOG0000528	GO593_11510	IX87_00345					
N0.HOG0000529	GO593_11555	IX87_10650					
N0.HOG0000529	GO593_11555	IX87_08505					
N0.HOG0000529	GO593_11555	IX87_01575					
N0.HOG0000530	GO593_11560	IX87_00280					
N0.HOG0000530	GO593_11560	IX87_05100					
N0.HOG0000530	GO593_11560	IX87_08495					
N0.HOG0000530	GO593_11560	IX87_06130					
N0.HOG0000530	GO593_12620	IX87_00280					
N0.HOG0000530	GO593_12620	IX87_05100					
N0.HOG0000530	GO593_12620	IX87_08495					
N0.HOG0000530	GO593_12620	IX87_06130					
N0.HOG0000531	GO593_18890	IX87_07060					
N0.HOG0000531	GO593_11685	IX87_07060					
N0.HOG0000531	GO593_19015	IX87_07060					
N0.HOG0000532	GO593_11705	IX87_04955					
N0.HOG0000532	GO593_11705	IX87_00100					
N0.HOG0000532	GO593_12725	IX87_04955					
N0.HOG0000532	GO593_12725	IX87_00100					
N0.HOG0000533	GO593_12730	IX87_00095					
N0.HOG0000533	GO593_12730	IX87_04950					
N0.HOG0000533	GO593_11710	IX87_00095					
N0.HOG0000533	GO593_11710	IX87_04950					
N0.HOG0000534	GO593_11760	IX87_04890					
N0.HOG0000534	GO593_11760	IX87_08285					
N0.HOG0000534	GO593_11760	IX87_05945					
N0.HOG0000534	GO593_11760	IX87_00040					
N0.HOG0000535	GO593_11925	IX87_05750					
N0.HOG0000536	GO593_11935	IX87_05740	ubiI	ubiI	ubiI	ubiI	""
N0.HOG0000537	GO593_12170	IX87_05730					
N0.HOG0000537	GO593_11945	IX87_05730					
N0.HOG0000538	GO593_12015	IX87_05660					
N0.HOG0000539	GO593_12020	IX87_05655					
N0.HOG0000540	GO593_12435	IX87_05310					
N0.HOG0000540	GO593_12435	IX87_05235					
N0.HOG0000540	GO593_12490	IX87_05310					
N0.HOG0000540	GO593_12490	IX87_05235					
N0.HOG0000541	GO593_12535	IX87_05190					
N0.HOG0000541	GO593_12535	IX87_05175					
N0.HOG0000541	GO593_12550	IX87_05190					
N0.HOG0000541	GO593_12550	IX87_05175					
N0.HOG0000542	GO593_12895	IX87_04765	alaS	IX87_04765	alaS	alaS	""
N0.HOG0000543	GO593_12900	IX87_04760	epd, gap, gapA	epd	epd, gap, gapA	epd	""
N0.HOG0000544	GO593_14520	IX87_03335					
N0.HOG0000544	GO593_14520	IX87_04705					
N0.HOG0000544	GO593_12955	IX87_03335					
N0.HOG0000544	GO593_12955	IX87_04705					
N0.HOG0000545	GO593_12995	IX87_04665					
N0.HOG0000546	GO593_13215	IX87_04190		IX87_04190	GO593_13215	GO593_13215	""
N0.HOG0000546	GO593_13215	IX87_04425		IX87_04190	GO593_13215	GO593_13215	""
N0.HOG0000547	GO593_13310	IX87_06920	fis	fis	fis	ninH	""
N0.HOG0000547	GO593_18685	IX87_06920	fis	fis	fis	fis	""
N0.HOG0000548	GO593_13390	IX87_01440					
N0.HOG0000548	GO593_13390	IX87_08405					
N0.HOG0000548	GO593_13390	IX87_07825					
N0.HOG0000549	GO593_13615	IX87_04325					
N0.HOG0000550	GO593_13970	IX87_03875					
